"state_abbrev","addon_name","addon_type","target_species","hunting_method","is_federal","is_mandatory","approx_first_year","approx_last_year","notes","source_url","added_date","first_year_source"
"PA","Antlerless Deer Permit","Permit","Antlerless Deer","Any","False","False","2003","","Modern WMU-based antlerless deer permit replacing the county-quota paper Antlerless Deer License ~2003. Confidence: medium.","https://www.altoonamirror.com/sports/outdoors/2024/11/50-years-of-changes-to-pa-deer-hunting/","",""
"PA","Elk License (Lottery)","License","Elk","Any","False","True","2001","","PA modern elk lottery adopted June 8 2001; regulated hunt began 2001 via random-drawing lottery. Standalone lottery-awarded license artifact. Confidence: high.","https://www.pacodeandbulletin.gov/Display/pacode?file=/secure/pacode/data/058/chapter143/subchapKtoc.html&d=reduce","",""
"PA","Waterfowl/Migratory Bird Stamp","Stamp","Waterfowl","Any","False","False","1983","","Pennsylvania Duck Stamp program began 1983; revenues to Game Fund for wetlands. Confidence: high.","https://huntwildpa.com/2018/12/28/federal-duck-stamp-display-at-pgc-headquarters-through-jan-24/","",""
"PA","Pheasant Permit","Permit","Pheasant","Any","False","True","2017","","PA pheasant permit program effective May 13 2017 (adult permit 2017-18; junior free permit 2018). Confidence: high.","https://www.outdoornews.com/2017/03/30/pennsylvania-pheasant-permit-needed-2017-18/","",""
"PA","DMAP Antlerless Tags","Tag","Antlerless Deer","Any","False","False","2003","","DMAP established by PGC April 8 2003; permits first issued 2003-04 license year. Confidence: high.","https://www.pacodeandbulletin.gov/Display/pabull?file=/secure/pabulletin/data/vol33/33-24/1116.html","",""
"PA","Special Spring Turkey Permit","Permit","Turkey","Any","False","False","1968","","CORRECTION: PA's first spring gobbler season was 1968 but NO separate permit was required then - the spring tag came bundled with the general license. Purchasable separate spring permit is modern (optional second-bird tag). Confidence: high (season year), low (separate-permit start).","https://www.pa.gov/agencies/pgc/newsroom/spring-gobbler-season-is-calling","",""
"TN","Big Game Gun Supplemental License","Permit","Multiple","Firearm","False","False","","","Required supplemental for firearm big game hunting","https://www.eregulations.com/tennessee/hunting/license-fees","",""
"TN","Big Game Archery Supplemental License","Permit","Multiple","Archery","False","False","","","Required supplemental for archery big game hunting","https://www.eregulations.com/tennessee/hunting/license-fees","",""
"TN","Big Game Muzzleloader Supplemental License","Permit","Multiple","Muzzleloader","False","False","","","Required supplemental for muzzleloader big game hunting","https://www.eregulations.com/tennessee/hunting/license-fees","",""
"TN","Waterfowl Supplemental License","Permit","Duck","Any","False","False","1979","","Required supplemental for waterfowl hunting","https://www.eregulations.com/tennessee/hunting/license-fees","","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/"
"TN","Trapping Supplemental License","Permit","Multiple","Any","False","False","","","Required supplemental for trapping activities","https://www.eregulations.com/tennessee/hunting/license-fees","",""
"TN","WMA Quota Hunt Permit","Permit","Multiple","Any","False","False","","","Draw permit for quota hunts on WMAs","https://www.eregulations.com/tennessee/hunting/license-fees","",""
"TN","WMA Non-Quota Hunt Permit","Permit","Multiple","Any","False","False","","","Permit for non-quota WMA hunts","https://www.eregulations.com/tennessee/hunting/license-fees","",""
"TX","Archery Endorsement","Stamp","Any","Archery","False","False","","","Required endorsement for archery-only season","https://tpwd.texas.gov/regulations/outdoor-annual/licenses/hunting-licenses-and-permits","",""
"TX","Migratory Game Bird Endorsement","Stamp","Multiple","Any","False","False","","","Required for hunting doves ducks and other migratory birds","https://tpwd.texas.gov/regulations/outdoor-annual/licenses/hunting-licenses-and-permits","",""
"TX","Upland Game Bird Endorsement","Stamp","Multiple","Any","False","False","","","Required for hunting quail turkey pheasant and other upland birds","https://tpwd.texas.gov/regulations/outdoor-annual/licenses/hunting-licenses-and-permits","",""
"TX","MLDP Managed Lands Tags","Tag","Deer","Any","False","False","","","Managed Lands Deer Program tags for participating private landowners","https://tpwd.texas.gov/regulations/outdoor-annual/licenses/hunting-licenses-and-permits","",""
"TX","Pronghorn Permit","Permit","Pronghorn","Any","False","False","","","Required for pronghorn antelope harvest; Trans-Pecos region","https://tpwd.texas.gov/regulations/outdoor-annual/licenses/hunting-licenses-and-permits","",""
"TX","APH Permit (Antlerless/Spike Hardhorn)","Permit","Deer","Any","False","False","","","Antlerless and Spike Hardhorn deer permit for specific counties","https://tpwd.texas.gov/regulations/outdoor-annual/licenses/hunting-licenses-and-permits","",""
"VT","Archery License","Permit","Deer","Archery","False","False","","","Required for archery deer season","https://www.eregulations.com/vermont/hunting/license-information","",""
"VT","Muzzleloader License","Permit","Deer","Muzzleloader","False","False","","","Required for muzzleloader deer season","https://www.eregulations.com/vermont/hunting/license-information","",""
"VT","Turkey Permit","Permit","Turkey","Any","False","False","","","Required for spring and fall turkey seasons","https://www.eregulations.com/vermont/hunting/license-information","",""
"VT","Bear License","Permit","Bear","Any","False","False","","","Required for black bear hunting","https://www.eregulations.com/vermont/hunting/license-information","",""
"VT","Moose Permit (Lottery)","Permit","Moose","Any","False","False","","","Annual lottery draw moose permit; limited quota","https://www.eregulations.com/vermont/hunting/license-information","",""
"VT","Antlerless Deer Permit","Permit","Deer","Any","False","False","","","Lottery-based antlerless deer permit; WMU-specific","https://www.eregulations.com/vermont/hunting/license-information","",""
"VT","VT Waterfowl Stamp","Stamp","Duck","Any","False","False","1986","","State waterfowl stamp required for migratory bird hunting","https://www.eregulations.com/vermont/hunting/license-information","","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/"
"VA","Bear License","Permit","Bear","Any","False","False","","","Required to hunt black bear in Virginia","https://dwr.virginia.gov/hunting/regulations/licenses/","",""
"VA","Deer/Turkey License","Permit","Multiple","Any","False","False","","","Required add-on for deer and turkey hunting","https://dwr.virginia.gov/hunting/regulations/licenses/","",""
"VA","Archery License","Permit","Any","Archery","False","False","","","Required for archery-only hunting seasons","https://dwr.virginia.gov/hunting/regulations/licenses/","",""
"VA","Muzzleloading License","Permit","Any","Muzzleloader","False","False","","","Required for muzzleloader hunting seasons","https://dwr.virginia.gov/hunting/regulations/licenses/","",""
"VA","VA Migratory Waterfowl Conservation Stamp","Stamp","Duck","Any","False","False","1988","","Required for all migratory waterfowl hunting in VA","https://dwr.virginia.gov/hunting/regulations/licenses/","","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/"
"VA","National Forest Permit","Access Pass","Any","Any","False","False","","","Required for hunting on certain National Forest lands","https://dwr.virginia.gov/hunting/regulations/licenses/","",""
"VA","Bonus Antlerless Deer Permit (DCAP)","Permit","Deer","Any","False","False","","","Deer Carcass Acquisition Program bonus antlerless permit","https://dwr.virginia.gov/hunting/regulations/licenses/","",""
"VA","DMAP Antlerless Tags","Tag","Deer","Any","False","False","","","Deer Management Assistance Program tags for private land","https://dwr.virginia.gov/hunting/regulations/licenses/","",""
"VA","DPOP Permit","Permit","Deer","Any","False","False","","","Deer Population Objective Program permit for specific management areas","https://dwr.virginia.gov/hunting/regulations/licenses/","",""
"WV","Conservation Stamp (Class CS)","Stamp","Any","Any","False","True","","","Mandatory for all WV hunters; prerequisite stamp","https://wvdnr.gov/frequently-asked-questions/regulations-and-licenses/","",""
"WV","Big Game Stamp (Class BG)","Stamp","Multiple","Any","False","False","","","Required for deer bear and turkey hunting","https://wvdnr.gov/frequently-asked-questions/regulations-and-licenses/","",""
"WV","Bear Damage Stamp (Class DS)","Stamp","Bear","Any","False","False","","","Required for bear hunting in specific zones","https://wvdnr.gov/frequently-asked-questions/regulations-and-licenses/","",""
"WV","Antlerless Deer Stamp (Class N)","Stamp","Deer","Any","False","False","","","Required to harvest antlerless deer; county-specific","https://wvdnr.gov/frequently-asked-questions/regulations-and-licenses/","",""
"WV","Additional Antlerless Deer Stamp (Class NN)","Stamp","Deer","Any","False","False","","","Additional antlerless deer stamp beyond initial allocation","https://wvdnr.gov/frequently-asked-questions/regulations-and-licenses/","",""
"WV","Additional Muzzleloader Deer Stamp (Class RM)","Stamp","Deer","Muzzleloader","False","False","","","Required for muzzleloader deer season","https://wvdnr.gov/frequently-asked-questions/regulations-and-licenses/","",""
"WV","National Forest Stamp (Class I)","Access Pass","Any","Any","False","False","","","Required for hunting on National Forest lands in WV","https://wvdnr.gov/frequently-asked-questions/regulations-and-licenses/","",""
"WI","Deer Harvest Authorization (Antlerless)","Tag","Deer","Any","False","False","","","Antlerless deer tag; may be issued through automated system","https://www.eregulations.com/wisconsin/hunting/hunting-licenses-and-fees","",""
"WI","Spring Turkey Stamp","Stamp","Turkey","Any","False","False","","","Required for spring turkey season","https://www.eregulations.com/wisconsin/hunting/hunting-licenses-and-fees","",""
"WI","Fall Turkey License","Permit","Turkey","Any","False","False","","","Required for fall turkey season","https://www.eregulations.com/wisconsin/hunting/hunting-licenses-and-fees","",""
"WI","Bear License","Permit","Bear","Any","False","False","","","Required for black bear hunting; quota-based by zone","https://www.eregulations.com/wisconsin/hunting/hunting-licenses-and-fees","",""
"WI","Elk Application","Permit","Elk","Any","False","False","","","Application for very limited draw elk license","https://www.eregulations.com/wisconsin/hunting/hunting-licenses-and-fees","",""
"WI","Waterfowl Stamp","Stamp","Duck","Any","False","False","1978","","State waterfowl stamp for migratory bird hunting","https://www.eregulations.com/wisconsin/hunting/hunting-licenses-and-fees","","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/"
"WI","Pheasant Stamp","Stamp","Pheasant","Any","False","False","","","State pheasant stamp supporting stocking programs","https://www.eregulations.com/wisconsin/hunting/hunting-licenses-and-fees","",""
"WI","Wolf License","Permit","Wolf","Any","False","False","","","Required for wolf harvest when season is open","https://www.eregulations.com/wisconsin/hunting/hunting-licenses-and-fees","",""
"WY","Archery Permit","Permit","Any","Archery","False","False","","","Required for archery-only seasons","https://wgfd.wyo.gov/licenses-applications","",""
"WY","Moose License","Permit","Moose","Any","False","False","","","Draw-only moose license; very limited quota. Draw/OTC acquisition variants merged 2026-07-10 - not determinable from the artifact.","https://wgfd.wyo.gov/licenses-applications","",""
"WY","Bighorn Sheep License","Permit","Bighorn Sheep","Any","False","False","","","Very limited draw bighorn sheep license. Draw/OTC acquisition variants merged 2026-07-10 - not determinable from the artifact.","https://wgfd.wyo.gov/licenses-applications","",""
"WY","Mountain Goat License","Permit","Mountain Goat","Any","False","False","","","Very limited draw mountain goat license. Draw/OTC acquisition variants merged 2026-07-10 - not determinable from the artifact.","https://wgfd.wyo.gov/licenses-applications","",""
"WY","Wild Bison License","Permit","Bison","Any","False","False","","","Extremely limited draw wild bison license. Draw/OTC acquisition variants merged 2026-07-10 - not determinable from the artifact.","https://wgfd.wyo.gov/licenses-applications","",""
"WY","Turkey License","Permit","Turkey","Any","False","False","","","Draw or limited wild turkey license. Draw/OTC acquisition variants merged 2026-07-10 - not determinable from the artifact.","https://wgfd.wyo.gov/licenses-applications","",""
"PA","Turkey Tag","Tag","Turkey","Any","False","False","","2011","Fall turkey tag printed integral/attached to the back-tag license (seen on 1969 test artifact). First year unknown (mid-20th century); integral format ended with the wallet-size redesign / back-tag repeal (eff. Feb 2012). NOT the modern Special Spring Turkey Permit. Confidence: low (first), medium (last).","https://www.bowhunting.com/news/2012/02/19/pennsylvania-hunters-no-longer-required-to-display-back-tag/","",""
"PA","Big Game Tag","Tag","Multiple","Any","False","False","","2011","Big-game attach portion on mid-century PA back-tag licenses (1969 PA non-resident license with 'Big Game & Turkey Tag' documented at auction). Integral format ended ~2011. Confidence: low (first), medium (last).","https://www.ebay.com/itm/165732600802","",""
"PA","Antlerless Deer License","License","Antlerless Deer","Any","False","False","1951","2002","Standalone paper license, county-issued under county quotas; quota system began 1951, county treasurers issuing agents 1952; shifted to WMUs ~2003. Famous pink-envelope lottery era. Separate row from the modern Antlerless Deer Permit. Confidence: high (first), medium (last).","https://www.tnonline.com/20190214/pennsylvania-hunting-history/","",""
"PA","Muzzleloader License","License","Deer","Muzzleloader","False","False","1974","","Standalone paper muzzleloader/flintlock license; PA's first muzzleloader (flintlock-only) deer season was 1974 on 37 state game lands (seen on 1970s test artifact). Pre-dates the modern stamp. Confidence: high (first), low (last).","https://www.tnonline.com/20190214/pennsylvania-hunting-history/","",""
"PA","Archery License","License","Deer","Archery","False","False","1951","","Standalone paper archery license; PA's first archery deer season was 1951, requiring a special $2 archery license (5,542 sold). Pre-dates the modern stamp. Confidence: high (first), low (last).","https://www.statecollege.com/articles/local-news/how-things-have-changed-archery-hunting-then-and-now/","",""
"MD","Deer Tag","Tag","Deer","Any","False","False","","","Integral deer tag printed on 1960s MD statewide hunter's licenses (seen on 1969 'STATE-WIDE HUNTER' test artifact). Span not verified; superseded by Big Game Harvest Record + e-check. Confidence: low.","https://www.law.cornell.edu/regulations/maryland/COMAR-08-03-04-03","",""
"MD","Turkey Tag","Tag","Turkey","Any","False","False","","","Integral turkey tag printed on 1960s MD statewide hunter's licenses (seen on 1969 test artifact). Span not verified; superseded by Big Game Harvest Record + e-check. Confidence: low.","https://www.law.cornell.edu/regulations/maryland/COMAR-08-03-04-03","",""
"OH","Deer Tag","Tag","Deer","Any","False","False","1943","","Ohio required a deer permit/tag from its first modern deer-gun season (1943; all 88 counties open by 1956). Earliest OH deer artifacts are paper permits/tags. Confidence: high (program floor).","https://www.outdoornews.com/2024/11/28/ohios-deer-gun-season-gets-underway-dec-2-8/","",""
"PA","Deer Tag","Tag","Deer","Any","False","False","","2011","Integral deer tag portion on PA back-tag licenses (seen on 1979 test artifact). Same integral-tag family as Turkey Tag / Big Game Tag; format ended with the wallet-size redesign (~2011). Confidence: low (first), medium (last).","https://www.bowhunting.com/news/2012/02/19/pennsylvania-hunters-no-longer-required-to-display-back-tag/","",""
"PA","Small Game Tag","Tag","Small Game","Any","False","False","","2011","Integral small game tag portion on PA back-tag licenses (seen on 1979 test artifact). Same integral-tag family as Turkey Tag / Big Game Tag. Confidence: low (first), medium (last).","https://www.bowhunting.com/news/2012/02/19/pennsylvania-hunters-no-longer-required-to-display-back-tag/","",""
"NJ","Deer Zone Permit","Permit","Antlerless Deer","Any","False","False","","","Zone and season specific; valid only in the Deer Management Zone and season printed on the permit. Antlerless only. Multiple permits for different zones may be held in the same season.","https://dep.nj.gov/njfw/hunting/nj-hunting-trapping-license-information/","2026-08-27",""
"NJ","Antlered Buck Permit","Permit","Antlered Deer","Any","False","False","","","Required in addition to a Deer Zone Permit to take an antlered buck during permit bow, shotgun and muzzleloader seasons.","https://dep.nj.gov/njfw/hunting/nj-hunting-trapping-license-information/","2026-08-27",""
"NJ","Black Bear Permit","Permit","Bear","Any","False","False","","","Zone specific; requires a valid firearm hunting license.","https://dep.nj.gov/njfw/hunting/nj-hunting-trapping-license-information/","2026-08-27",""
"NJ","Turkey Season Permit","Permit","Turkey","Any","False","False","","","Required for NJ turkey seasons.","https://dep.nj.gov/njfw/hunting/nj-hunting-trapping-license-information/","2026-08-27",""
"NJ","Rifle Permit","Permit","Any","Firearm","False","True","","","Required to hunt with a muzzleloader, centre-fire or .22 calibre firearm and to dispatch trapped animals other than muskrat. Valid July 1 - June 30. Required to purchase muzzleloader deer permits.","https://dep.nj.gov/njfw/hunting/nj-hunting-trapping-license-information/","2026-08-27",""
"NJ","Youth Deer Zone Permit","Permit","Antlerless Deer","Any","False","False","","","Reduced-fee antlerless zone permit for youth hunters.","https://dep.nj.gov/njfw/hunting/nj-hunting-trapping-license-information/","2026-08-27",""
"NJ","Youth Turkey Permit","Permit","Turkey","Any","False","False","","","Reduced-fee turkey permit for youth hunters.","https://dep.nj.gov/njfw/hunting/nj-hunting-trapping-license-information/","2026-08-27",""
"NJ","Pheasant and Quail Stamp","Stamp","Pheasant","Any","False","True","","","Required of anyone 16 and over hunting or possessing pheasant or quail on ~25 designated Wildlife Management Areas plus the Delaware Water Gap NRA and Fort Dix. Valid January - December. Included with free youth licences.","https://dep.nj.gov/njfw/hunting/nj-hunting-trapping-license-information/","2026-08-27",""
"NJ","New Jersey Waterfowl Stamp","Stamp","Waterfowl","Any","False","True","1984","","Required of anyone 16 or older hunting waterfowl, in addition to the Federal Duck Stamp. Valid July 1 - June 30. First-of-state NJ duck stamp issued 1984. Confidence on first year: medium (collector first-of-state gallery).","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/","2026-08-27","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/"
"NJ","Wildlife Management Area Use Permit","Access Pass","Any","Any","False","False","","","Annual per-person permit for designated WMA activities, purchased through the NJ licence system.","https://dep.nj.gov/njfw/hunting/nj-hunting-trapping-license-information/","2026-08-27",""
"DE","Delaware Waterfowl Stamp","Stamp","Waterfowl","Any","False","True","1980","","Required of waterfowl hunters. Residents 65 and older are exempt. First-of-state DE duck stamp issued 1980. Confidence on first year: medium (collector first-of-state gallery).","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/","2026-08-27","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/"
"DE","Hunters Choice/Quality Buck Tag Combo","Tag","Deer","Any","False","False","","","Resident deer tag combination sold alongside the hunting licence.","https://dnrec.delaware.gov/fish-wildlife/licenses/fees/","2026-08-27",""
"DE","Non-Resident Quality Buck Tag","Tag","Deer","Any","False","False","","","Nonresident quality buck tag.","https://dnrec.delaware.gov/fish-wildlife/licenses/fees/","2026-08-27",""
"DE","Non-Resident Antlered Deer Tag","Tag","Antlered Deer","Any","False","False","","","Nonresident antlered deer tag.","https://dnrec.delaware.gov/fish-wildlife/licenses/fees/","2026-08-27",""
"DE","Additional Antlerless Deer Tag","Tag","Antlerless Deer","Any","False","False","","","Available to residents and nonresidents.","https://dnrec.delaware.gov/fish-wildlife/licenses/fees/","2026-08-27",""
"DE","Wildlife Area Deer Stand/Waterfowl Blind Lottery Permit","Permit","Multiple","Any","False","False","","","Lottery-issued permit for deer stands and waterfowl blinds on state wildlife areas.","https://dnrec.delaware.gov/fish-wildlife/licenses/fees/","2026-08-27",""
"DE","Conservation Access Pass (CAP)","Access Pass","Any","Any","False","True","","","Annual pass required for any registered motor vehicle used to access designated Delaware State Wildlife Areas for hunting, birdwatching, hiking or photography.","https://dnrec.delaware.gov/fish-wildlife/licenses/fees/","2026-08-27",""
"DE","Delaware H.I.P. Permit","Harvest Record","Migratory Birds","Any","False","True","1997","","Delaware Harvest Information Program permit, required of migratory bird hunters.","https://dnrec.delaware.gov/fish-wildlife/licenses/fees/","2026-08-27","https://digitalcommons.unl.edu/cgi/viewcontent.cgi?params=%2Fcontext%2Fusfwspubs%2Farticle%2F1360%2F&path_info=MigratoryBirdhuntingactivityandharvestduringthe1999and2000huntingseasons_Final_Report.pdf"
"DE","Tundra Swan Permit","Permit","Waterfowl","Any","False","True","","","Application-based permit for tundra swan; applied for separately through DNREC.","https://dnrec.delaware.gov/fish-wildlife/licenses/fees/","2026-08-27",""
"MA","Wildlands Conservation Stamp","Stamp","Any","Any","False","True","","","$5 stamp added automatically to the first resident licence purchased each year and to all non-resident licences. Fee fixed by statutory mandate.","https://www.mass.gov/info-details/license-types-and-fees","2026-08-27",""
"MA","Antlerless Deer Permit","Permit","Antlerless Deer","Any","False","False","","","Issued when available; permits are allocated by Wildlife Management Zone.","https://www.mass.gov/info-details/license-types-and-fees","2026-08-27",""
"MA","Archery Deer Season Stamp","Stamp","Deer","Archery","False","True","","","Required to hunt deer during the archery season.","https://www.mass.gov/info-details/license-types-and-fees","2026-08-27",""
"MA","Primitive Firearms Deer Season Stamp","Stamp","Deer","Muzzleloader","False","True","","","Required to hunt deer during the primitive firearms season.","https://www.mass.gov/info-details/license-types-and-fees","2026-08-27",""
"MA","Bear Permit","Permit","Bear","Any","False","True","","","Required to hunt black bear in Massachusetts.","https://www.mass.gov/info-details/license-types-and-fees","2026-08-27",""
"MA","Pheasant/Quail Permit","Permit","Pheasant","Any","False","True","","","Required to hunt pheasant or quail. Fee phased upward under the 2022-2026 schedule.","https://www.mass.gov/info-details/license-types-and-fees","2026-08-27",""
"MA","Turkey Permit","Permit","Turkey","Any","False","True","","","Required to hunt wild turkey.","https://www.mass.gov/info-details/license-types-and-fees","2026-08-27",""
"MA","Massachusetts Waterfowl Stamp","Stamp","Waterfowl","Any","False","True","1974","","Required of waterfowl hunters in addition to the Federal Duck Stamp. MA was among the first states to issue a waterfowl stamp, in 1974. Confidence on first year: medium (collector first-of-state gallery).","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/","2026-08-27","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/"
"MA","Resident Fur Buyer Permit","Permit","Furbearer","Any","False","False","","","Required to buy furbearers from trappers or hunters. Requires pre-approval.","https://www.mass.gov/info-details/license-types-and-fees","2026-08-27",""
"MA","Non-resident Fur Buyer Permit","Permit","Furbearer","Any","False","False","","","Nonresident fur buyer permit. Requires pre-approval.","https://www.mass.gov/info-details/license-types-and-fees","2026-08-27",""
"CT","Small Game and Deer Archery Permit","Permit","Multiple","Archery","False","True","","","Required for all forms of archery hunting; allows bowhunting for deer on state and private land. Requires proof of the CE/FS bowhunting course (since 1982). Valid for the calendar year.","https://portal.ct.gov/deep/hunting/2026-connecticut-hunting-and-trapping-guide/hunting-and-trapping-licenses","2026-08-27",""
"CT","Resident Game Bird Conservation Stamp","Stamp","Multiple","Any","False","True","","","Required to hunt pheasant, ruffed grouse, quail, partridge and wild turkey. Replaced the former CT turkey permits. Revenue is ring-fenced for game birds and their habitat. Landowners with 10+ contiguous acres may obtain a free version.","https://portal.ct.gov/deep/hunting/2026-connecticut-hunting-and-trapping-guide/hunting-and-trapping-licenses","2026-08-27",""
"CT","Connecticut Migratory Bird Conservation Stamp","Stamp","Migratory Birds","Any","False","True","1993","","Required of anyone hunting waterfowl, rails, snipe, woodcock and crows. Merged with the $4 HIP permit into a single stamp; the state stamp no longer needs to be signed or carried. Physical stamps still available on request. First-of-state CT duck stamp issued 1993. Confidence on first year: medium (collector first-of-state gallery).","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/","2026-08-27","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/"
"CT","State Land Lottery A Season Deer Permit","Permit","Deer","Firearm","False","False","","","Lottery-issued firearms deer permit for the A season on state land. Cannot be held together with a State Land No-Lottery permit.","https://portal.ct.gov/deep/hunting/2026-connecticut-hunting-and-trapping-guide/hunting-and-trapping-licenses","2026-08-27",""
"CT","State Land Lottery Regular Season Deer Permit","Permit","Deer","Firearm","False","False","","","Lottery-issued firearms deer permit for the regular season on state land.","https://portal.ct.gov/deep/hunting/2026-connecticut-hunting-and-trapping-guide/hunting-and-trapping-licenses","2026-08-27",""
"CT","State Land No-Lottery Season Deer Permit","Permit","Deer","Firearm","False","False","","","Over-the-counter firearms deer permit for state land. Available to hunters rejected in the lottery.","https://portal.ct.gov/deep/hunting/2026-connecticut-hunting-and-trapping-guide/hunting-and-trapping-licenses","2026-08-27",""
"CT","Private Land Shotgun/Rifle/Revolver Deer Permit","Permit","Deer","Firearm","False","False","","","Firearms deer permit for private land.","https://portal.ct.gov/deep/hunting/2026-connecticut-hunting-and-trapping-guide/hunting-and-trapping-licenses","2026-08-27",""
"CT","Landowner Deer Permit","Permit","Deer","Any","False","False","","","Free. Requires 10 or more contiguous acres; valid on the holder's own property.","https://portal.ct.gov/deep/hunting/2026-connecticut-hunting-and-trapping-guide/hunting-and-trapping-licenses","2026-08-27",""
"CT","State Land Muzzleloader Deer Permit","Permit","Deer","Muzzleloader","False","False","","","Muzzleloader deer permit for state land.","https://portal.ct.gov/deep/hunting/2026-connecticut-hunting-and-trapping-guide/hunting-and-trapping-licenses","2026-08-27",""
"CT","Private Land Muzzleloader Deer Permit","Permit","Deer","Muzzleloader","False","False","","","Muzzleloader deer permit for private land.","https://portal.ct.gov/deep/hunting/2026-connecticut-hunting-and-trapping-guide/hunting-and-trapping-licenses","2026-08-27",""
"CT","Revolver Deer Endorsement","Permit","Deer","Firearm","False","False","","","$5 endorsement allowing a revolver in place of a rifle or shotgun on private land of at least 10 acres, for Free Landowner Permit holders and residents with a Private Land Shotgun/Rifle Permit.","https://portal.ct.gov/deep/hunting/2026-connecticut-hunting-and-trapping-guide/hunting-and-trapping-licenses","2026-08-27",""
"CT","Free Tribal Member Deer Permit","Permit","Deer","Any","False","False","","","One private-land permit per season for Tribal members, valid only on reservations of 250 acres or more, Nov 1 - Dec 31.","https://portal.ct.gov/deep/hunting/2026-connecticut-hunting-and-trapping-guide/hunting-and-trapping-licenses","2026-08-27",""
"CT","Snapping Turtle Trapping Endorsement","Permit","Snapping Turtle","Any","False","True","","","Endorsement required to trap snapping turtles in Connecticut.","https://portal.ct.gov/deep/hunting/2026-connecticut-hunting-and-trapping-guide/hunting-and-trapping-licenses","2026-08-27",""
"RI","Resident All Outdoors Deer Package Permit","Permit","Deer","Any","False","False","","","Package of two antlered and five antlerless deer permits usable in any combination in Zones 1 and 2, subject to zone bag limits. Residents only.","https://www.eregulations.com/rhodeisland/hunting/licenses-fees","2026-08-27",""
"RI","Deer Permit","Permit","Deer","Any","False","True","","","Antler, weapon and zone specific. Each deer harvested requires an individual permit.","https://www.eregulations.com/rhodeisland/hunting/licenses-fees","2026-08-27",""
"RI","Turkey Permit","Permit","Turkey","Any","False","True","","","Each turkey harvested requires an individual permit.","https://www.eregulations.com/rhodeisland/hunting/licenses-fees","2026-08-27",""
"RI","Fall Archery Turkey Permit","Permit","Turkey","Archery","False","True","","","Requires proof of an Archery Safety Education course.","https://www.eregulations.com/rhodeisland/hunting/licenses-fees","2026-08-27",""
"RI","RI Game Bird Permit","Permit","Multiple","Any","False","True","","","Required to hunt pheasant and quail. Nonresidents pay an additional enhanced access fee.","https://www.eregulations.com/rhodeisland/hunting/licenses-fees","2026-08-27",""
"RI","Rhode Island State Waterfowl Stamp","Stamp","Waterfowl","Any","False","True","1989","","Required of waterfowl hunters alongside the Federal Duck Stamp and HIP permit. First-of-state RI duck stamp issued 1989. Confidence on first year: medium (collector first-of-state gallery).","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/","2026-08-27","https://waterfowlstampsandmore.com/galleries/first-of-state-duck-stamp-prints-300-dpi/"
"RI","Migratory Bird (HIP) Permit","Harvest Record","Migratory Birds","Any","False","True","1998","","No fee. Required of all migratory bird hunters, who must also answer a short survey. Crow hunters are exempt.","https://www.eregulations.com/rhodeisland/hunting/licenses-fees","2026-08-27","https://digitalcommons.unl.edu/cgi/viewcontent.cgi?params=%2Fcontext%2Fusfwspubs%2Farticle%2F1360%2F&path_info=MigratoryBirdhuntingactivityandharvestduringthe1999and2000huntingseasons_Final_Report.pdf"
"SC","Big Game Permit","Permit","Multiple","Any","False","True","","","Required in addition to a hunting licence to hunt bear, deer or turkey. Sold as annual or 3-year.","https://dnr.sc.gov/licenses/pricingresident.html","2026-08-27",""
"SC","Wildlife Management Area Permit","Access Pass","Any","Any","False","True","","","Required to hunt on WMA lands in addition to a hunting licence. Sold as annual or 3-year.","https://dnr.sc.gov/licenses/pricingresident.html","2026-08-27",""
"SC","Deer Tags","Tag","Deer","Any","False","True","","","No cost. Set of 5: two antlerless and three unrestricted antlered (buck) tags. Required in addition to a hunting licence and Big Game Permit.","https://dnr.sc.gov/licenses/pricingresident.html","2026-08-27",""
"SC","Individual Antlerless Deer Tag","Tag","Antlerless Deer","Any","False","False","","","Optional additional antlerless tag; season dates apply.","https://dnr.sc.gov/licenses/pricingresident.html","2026-08-27",""
"SC","Restricted Antlered (Buck) Deer Tag","Tag","Antlered Deer","Any","False","False","","","Optional, maximum 2 per hunter. Size restriction of 4 points on one side or a 12 inch minimum inside spread.","https://dnr.sc.gov/licenses/pricingresident.html","2026-08-27",""
